[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: AIRPLANES_1_TRANSPORT_SUPPLY_ANIM
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: AIRPLANES_3_TRANSPORT_SUPPLY_ANIM
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: TRANSPORT_DIVISION_FACTOR
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: MAX_TRANSPORT_SCENARIOS
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_EDGE_R
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_EDGE_G
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_EDGE_B
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_EDGE_A
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_NON_EDGE_R
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_NON_EDGE_G
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_NON_EDGE_B
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_NON_EDGE_A
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: CAPITAL_ICON_CUTOFF
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: ARMY_DEFENSIVE_LINE_BUTTON_SIZE
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: ARMY_GROUP_DEFENSIVE_LINE_BUTTON_SIZE
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: ACCLIMATIZATION_CAMO_SHOW_AT
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: ACCLIMATIZATION_CAMO_SHOW_WHEN_IN_STATE
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: DIVISION_NAMES_GROUP_MAX_TOOLTIP_ENTRIES
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: TRADE_ROUTE_BAD_EFFICIENCY_THRESHOLD
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: TRADE_ROUTE_REGIONAL_BAD_EFFICIENCY_THRESHOLD
[10:22:02][pdx_lua.cpp:462]: 
LUA Error: incorrect lua value: TRAIT_GRID_COLUMN_SHIFTS
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: TRAIT_GRID_ROW_SHIFT
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: UNIT_SELECT_DOUBLE_CLICK_TIME
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: MINIMAP_PING_DURATION
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: MINIMAP_PING_SPEEDUP_ON_SCREEN
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: MINIMAP_PING_DELAY_BETWEEN_PINGS
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: MINIMAP_TOGGLE_DURATION
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: MINIMAP_TOGGLE_SHIFT
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: TIMED_MESSAGE_TIMEOUT
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: DRAG_AND_DROP_SCROLLING_SENSITIVITY
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: GRIDBOX_ELEMENTS_INTERPOLATION_SPEED
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: ARMY_GROUP_PORTRAIT_SPACING
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: ARMY_GROUP_FIRST_MEMBER_SPACING
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: ARMY_GROUP_COLLAPSE_EXTRA_SPACING
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: ARMY_LIST_BOTTOM_PADDING
[10:22:02][pdx_lua.cpp:462]: 
LUA Error: incorrect lua value: MILITARY_FACTORIES_SCALE
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BATTLE_SOUND_FALLOFF_DEFAULT
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2706
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2706 and 2706. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2713
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2713 and 2713. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2720
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2720 and 2720. Check previous errors for more information. 
[10:22:55][effect.cpp:211]: Error: "Malformed token: GER_aided_in_ceremony_preparations, near line: 3094
" in file: "events/WTT_Germany.txt" near line: 3094
[10:22:55][effect.cpp:211]: Error: "Malformed token: kaiserin_of_the_people, near line: 3128
Malformed token: victoria_iii, near line: 3129
" in file: "events/WTT_Germany.txt" near line: 3131
[10:22:55][effect.cpp:211]: Error: "Malformed token: incognito, near line: 3185
" in file: "events/WTT_Germany.txt" near line: 3187
[10:22:55][effect.cpp:315]: Invalid effect 'MAN' in events/WTT_Japan.txt line : 315
[10:22:55][persistent.cpp:35]: Error: "Unknown effect-type: MAN, near line: 315
" in file: "events/WTT_Japan.txt" near line: 320
[10:22:55][persistent.cpp:35]: Error: "Invalid idea: MAN_exiled_imperial_family, near line: 347
" in file: "events/WTT_Japan.txt" near line: 347
[10:22:55][effectimplementation.cpp:1446]: No idea named JAP_military_purges in database.  file: events/WTT_Japan.txt line: 661
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Japan.txt" in object(s) between line(s): 661 and 661. Check previous errors for more information. 
[10:22:55][effect.cpp:211]: Error: "Malformed token: emperor_showa, near line: 670
" in file: "events/WTT_Japan.txt" near line: 673
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in events/WTT_Japan.txt line : 862
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 862
" in file: "events/WTT_Japan.txt" near line: 863
[10:22:55][effect.cpp:315]: Invalid effect 'MAN' in events/WTT_Japan.txt line : 869
[10:22:55][effect.cpp:211]: Error: "Unknown effect-type: MAN, near line: 869
" in file: "events/WTT_Japan.txt" near line: 870
[10:22:55][effect.cpp:315]: Invalid effect 'MAN' in events/WTT_Japan.txt line : 871
[10:22:55][effect.cpp:211]: Error: "Unknown effect-type: MAN, near line: 871
" in file: "events/WTT_Japan.txt" near line: 874
[10:22:55][effect.cpp:211]: Error: "Malformed token: unilateral_war, near line: 919
" in file: "events/WTT_Japan.txt" near line: 919
[10:22:55][effect.cpp:211]: Error: "Malformed token: betrayed_alliance, near line: 920
" in file: "events/WTT_Japan.txt" near line: 920
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in events/WTT_Japan.txt line : 1261
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 1261
" in file: "events/WTT_Japan.txt" near line: 1265
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in events/WTT_Japan.txt line : 1302
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 1302
" in file: "events/WTT_Japan.txt" near line: 1303
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in events/WTT_Japan.txt line : 1334
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 1334
" in file: "events/WTT_Japan.txt" near line: 1335
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in events/WTT_Japan.txt line : 1383
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 1383
" in file: "events/WTT_Japan.txt" near line: 1387
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in events/WTT_Japan.txt line : 1424
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 1424
" in file: "events/WTT_Japan.txt" near line: 1425
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in events/WTT_Japan.txt line : 1456
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 1456
" in file: "events/WTT_Japan.txt" near line: 1457
[10:22:55][effect.cpp:315]: Invalid effect 'MAN' in events/WTT_Japan.txt line : 1525
[10:22:55][effect.cpp:211]: Error: "Unknown effect-type: MAN, near line: 1525
" in file: "events/WTT_Japan.txt" near line: 1547
[10:22:55][effect.cpp:315]: Invalid effect 'MAN' in events/WTT_Japan.txt line : 1595
[10:22:55][effect.cpp:211]: Error: "Unknown effect-type: MAN, near line: 1595
" in file: "events/WTT_Japan.txt" near line: 1596
[10:22:55][effect.cpp:315]: Invalid effect 'MAN' in events/WTT_Japan.txt line : 1597
[10:22:55][persistent.cpp:35]: Error: "Unknown effect-type: MAN, near line: 1597
" in file: "events/WTT_Japan.txt" near line: 1614
[10:22:55][effectimplementation.cpp:1446]: No idea named MAN_five_year_plan_air in database.  file: events/WTT_Manchukou.txt line: 88
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Manchukou.txt" in object(s) between line(s): 88 and 88. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named MAN_five_year_plan_tank in database.  file: events/WTT_Manchukou.txt line: 96
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Manchukou.txt" in object(s) between line(s): 96 and 96. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named MAN_five_year_plan_industry in database.  file: events/WTT_Manchukou.txt line: 104
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Manchukou.txt" in object(s) between line(s): 104 and 104. Check previous errors for more information. 
[10:22:55][effect.cpp:211]: Error: "Malformed token: CHI_refused_support, near line: 100
" in file: "events/WTT_PRC.txt" near line: 100
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in events/WTT_PRC.txt line : 270
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 270
" in file: "events/WTT_PRC.txt" near line: 276
[10:22:55][effect.cpp:315]: Invalid effect 'MAN' in events/WTT_PRC.txt line : 277
[10:22:55][effect.cpp:211]: Error: "Unknown effect-type: MAN, near line: 277
" in file: "events/WTT_PRC.txt" near line: 288
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in events/WTT_PRC.txt line : 333
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 333
" in file: "events/WTT_PRC.txt" near line: 337
[10:22:55][effect.cpp:315]: Invalid effect 'MAN' in events/WTT_PRC.txt line : 338
[10:22:55][effect.cpp:211]: Error: "Unknown effect-type: MAN, near line: 338
" in file: "events/WTT_PRC.txt" near line: 349
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in events/WTT_PRC.txt line : 396
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 396
" in file: "events/WTT_PRC.txt" near line: 400
[10:22:55][effect.cpp:315]: Invalid effect 'MAN' in events/WTT_PRC.txt line : 401
[10:22:55][effect.cpp:211]: Error: "Unknown effect-type: MAN, near line: 401
" in file: "events/WTT_PRC.txt" near line: 409
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in events/WTT_PRC.txt line : 450
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 450
" in file: "events/WTT_PRC.txt" near line: 454
[10:22:55][effect.cpp:315]: Invalid effect 'MAN' in events/WTT_PRC.txt line : 455
[10:22:55][effect.cpp:211]: Error: "Unknown effect-type: MAN, near line: 455
" in file: "events/WTT_PRC.txt" near line: 458
[10:22:55][id.cpp:85]: Failed to create id 4800001 50. Already exists in game.
[10:22:55][namespacemanager.h:202]: Reverse id lookup: id 4800001 = generic.1
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 263
" in file: "events/resourceboost.txt" near line: 263
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 280
" in file: "events/resourceboost.txt" near line: 280
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_ss_factory_rerouted in database.  file: events/ss_recruitment_event.txt line: 1448
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/ss_recruitment_event.txt" in object(s) between line(s): 1448 and 1448. Check previous errors for more information. 
[10:22:55][persistent.cpp:35]: Error: "Invalid idea: draft_dodging, near line: 67
" in file: "events/stability_events.txt" near line: 67
[10:22:55][persistent.cpp:35]: Error: "Invalid idea: strikes_1, near line: 75
" in file: "events/stability_events.txt" near line: 75
[10:22:55][persistent.cpp:35]: Error: "Invalid idea: mutiny_1, near line: 83
" in file: "events/stability_events.txt" near line: 83
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 747
Unexpected token: remove_ideas, near line: 748
Unexpected token: remove_ideas, near line: 749
" in file: "events/stability_events.txt" near line: 750
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 819
Unexpected token: remove_ideas, near line: 820
Unexpected token: remove_ideas, near line: 821
" in file: "events/stability_events.txt" near line: 822
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 844
Unexpected token: remove_ideas, near line: 845
Unexpected token: remove_ideas, near line: 846
" in file: "events/stability_events.txt" near line: 847
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 885
Unexpected token: remove_ideas, near line: 886
Unexpected token: remove_ideas, near line: 887
" in file: "events/stability_events.txt" near line: 888
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 911
Unexpected token: remove_ideas, near line: 912
Unexpected token: remove_ideas, near line: 913
" in file: "events/stability_events.txt" near line: 914
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 951
Unexpected token: remove_ideas, near line: 952
Unexpected token: remove_ideas, near line: 953
" in file: "events/stability_events.txt" near line: 954
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 976
Unexpected token: remove_ideas, near line: 977
Unexpected token: remove_ideas, near line: 978
" in file: "events/stability_events.txt" near line: 979
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 1017
Unexpected token: remove_ideas, near line: 1018
Unexpected token: remove_ideas, near line: 1019
" in file: "events/stability_events.txt" near line: 1020
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 1039
Unexpected token: remove_ideas, near line: 1040
Unexpected token: remove_ideas, near line: 1041
" in file: "events/stability_events.txt" near line: 1042
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 1080
Unexpected token: remove_ideas, near line: 1081
Unexpected token: remove_ideas, near line: 1082
" in file: "events/stability_events.txt" near line: 1083
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 1103
Unexpected token: remove_ideas, near line: 1104
Unexpected token: remove_ideas, near line: 1105
" in file: "events/stability_events.txt" near line: 1106
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 1144
Unexpected token: remove_ideas, near line: 1145
Unexpected token: remove_ideas, near line: 1146
" in file: "events/stability_events.txt" near line: 1147
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 1169
Unexpected token: remove_ideas, near line: 1170
Unexpected token: remove_ideas, near line: 1171
" in file: "events/stability_events.txt" near line: 1172
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 1210
Unexpected token: remove_ideas, near line: 1211
Unexpected token: remove_ideas, near line: 1212
" in file: "events/stability_events.txt" near line: 1213
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 1232
Unexpected token: remove_ideas, near line: 1233
Unexpected token: remove_ideas, near line: 1234
" in file: "events/stability_events.txt" near line: 1235
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 1273
Unexpected token: remove_ideas, near line: 1274
Unexpected token: remove_ideas, near line: 1275
" in file: "events/stability_events.txt" near line: 1276
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 1296
Unexpected token: remove_ideas, near line: 1297
Unexpected token: remove_ideas, near line: 1298
" in file: "events/stability_events.txt" near line: 1299
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 1337
Unexpected token: remove_ideas, near line: 1338
Unexpected token: remove_ideas, near line: 1339
" in file: "events/stability_events.txt" near line: 1340
[10:22:55][effect.cpp:315]: Invalid effect 'MAN' in common/on_actions/03_wtt_on_actions.txt line : 225
[10:22:55][effect.cpp:211]: Error: "Unknown effect-type: MAN, near line: 225
" in file: "common/on_actions/03_wtt_on_actions.txt" near line: 226
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_barbarossa in database.  file: common/on_actions/03_wtt_on_actions.txt line: 262
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "common/on_actions/03_wtt_on_actions.txt" in object(s) between line(s): 262 and 262. Check previous errors for more information. 
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = HUN_secret_rearmament
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_citizen_military_forces
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_commit_to_the_war
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_citizen_military_forces
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_fight_work_or_perish
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_commit_to_the_war
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_if_day
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_citizen_military_forces
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_fight_work_or_perish
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_compromise_with_quebec
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_forced_quebec_conscription
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_citizen_military_forces
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_fight_work_or_perish
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_compromise_with_quebec
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_forced_quebec_conscription
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_citizen_military_forces
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_fight_work_or_perish
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_compromise_with_quebec
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_forced_quebec_conscription
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_never_another_gallipoli
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_support_the_policy_of_appeasement
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_support_the_centre_party
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_empower_the_workers
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_sever_ties_with_uk
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_empower_the_workers
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_australian_army_catering_corps
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = AST_commonwealth_aircraft_corporation
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_swastika_clubs
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_strengthen_the_commonwealth_ties
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_permanent_joint_defense_board
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_burn_the_royal_portraits
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_forced_quebec_conscription
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_crown_corporations
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_fund_fairchilds_development
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CAN_cookie_carriers
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CHI_legislative_yuan
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CHI_bureau_of_investigation_and_statistics
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CHI_financial_policy
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CHI_mining_commission
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CHI_give_falkenhausen_citizenship
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CHI_hire_chennault
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CHI_hire_chennault
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CHI_chinese_panzers
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CHI_chinese_panzers
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CHI_camco
[10:22:55][triggerimplementation.cpp:3882]: Invalid focus scripted in trigger. has_completed_focus = CHI_local_fighter_production
